id,created_at,updated_at,uuid,ticket_system_id,gender,city,state,company_segment,position,position_level
792,2025-03-25 23:02:07.127+00,2025-03-25 23:02:07.127+00,6efc5c81-02fa-42bd-8a57-6675f38cb848,14083005,M,Joinville,Santa Catarina,,,
793,2025-03-25 23:02:07.127+00,2025-03-25 23:02:07.127+00,34eff60d-19fc-4d40-b865-ee3ea5e88694,14070427,M,Joinville,Santa Catarina,Indústria de software,Desenvolvedor(a) full-stack,Pleno
794,2025-03-25 23:02:07.126+00,2025-03-25 23:02:07.126+00,623767d3-0be6-447a-914f-499eae4c6b44,14070069,M,Joinville,Santa Catarina,Não sei responder,Desenvolvedor(a) back-end,Pleno
795,2025-03-25 23:07:02.059+00,2025-03-25 23:07:02.059+00,34661403-d1fd-40c9-b77b-90770e106697,4309872,M,Joinville,Santa Catarina,,,
796,2025-03-25 23:32:06.174+00,2025-07-19 12:36:52.275+00,e4ea286b-d034-4dc1-a6ce-0bdccebf621d,15542601,M,Curitiba,Paraná,Outros,Tech lead,Junior
797,2025-03-25 23:37:01.679+00,2025-07-18 13:57:55.453+00,dd47b008-7bfe-440c-867b-283a33d229ef,14070542,F,Pinhais,Paraná,Outros,Desenvolvedor(a) back-end,Pleno
798,2025-03-25 23:52:08.677+00,2025-03-25 23:52:08.677+00,501f7a18-55ba-4ec9-ae49-5760087c84c7,16382866,M,Brusque,Santa Catarina,,,
799,2025-03-25 23:57:02.27+00,2025-07-09 14:25:28.393+00,796595dc-02de-4d1b-b17e-f4a2d6e797f7,19567966,M,Rio Negro,Paraná,,,
800,2025-03-26 00:17:07.406+00,2025-03-26 00:17:07.406+00,14a5cd12-4e76-4893-a6bf-71b2a0f3a7e5,10249351,M,Balneário Piçarras,Santa Catarina,Outsourcing de desenvolvimento,Outro,Junior
801,2025-03-26 00:17:07.406+00,2025-07-19 14:59:33.645+00,23f75e5d-0847-48a3-9e68-9e07a8411184,19568282,M,Joinville,Santa Catarina,Freelancer/Autônomo,Desenvolvedor(a) front-end,Junior
802,2025-03-26 00:37:06.975+00,2025-06-26 21:58:34.079+00,b8fbc972-3c78-4afb-a90f-02892c539b10,13862302,F,Curitiba,Paraná,,,
803,2025-03-26 00:42:05.928+00,2025-07-18 11:29:12.38+00,006940f3-34b7-4f00-a800-c33ab64be54c,19568637,F,São Paulo,São Paulo,"Fintech, banco ou área financeira",Desenvolvedor(a) full-stack,Pleno
804,2025-03-26 00:47:02.57+00,2025-07-15 17:31:39.115+00,805968e0-8f91-417a-a53f-3b7f02033761,18892905,M,,,,,
805,2025-03-26 00:52:01.622+00,2025-07-17 22:38:13.539+00,205a5daf-9b21-404d-acb7-eff440eceec2,19568546,F,Balneário Camboriú,Santa Catarina,,,
806,2025-03-26 00:52:05.474+00,2025-07-18 11:49:08.248+00,0d40e14d-8571-47c7-87f7-d116cbc729e7,13539565,M,Lages,Santa Catarina,,,
807,2025-03-26 00:57:01.519+00,2025-07-17 15:19:25.607+00,e67a5da9-88ba-4ec3-8624-b6fd72faaa43,19568817,M,Governador Valadares,Minas Gerais,Indústria de software,Desenvolvedor(a) full-stack,Pleno
808,2025-03-26 00:57:01.593+00,2025-07-18 12:18:54.601+00,132a3922-f0d4-4da1-8698-614c28517ad1,19568693,M,Rio de Janeiro,Rio de Janeiro,Outros,Desenvolvedor(a) full-stack,Sênior
809,2025-03-26 01:07:02.652+00,2025-03-26 01:07:02.652+00,9a5919b7-2d18-4d0f-b7fd-208ce583e3b2,9705985,M,Joinville,Santa Catarina,Freelancer/Autônomo,Desenvolvedor(a) front-end,Estagiário
810,2025-03-26 01:47:07.983+00,2025-07-13 22:34:28.161+00,54b1cb96-c908-4c2e-98e8-ccf05a45c9b6,7102596,M,Joinville,Santa Catarina,Não sei responder,Desenvolvedor(a) back-end,Pleno
811,2025-03-26 02:02:06.991+00,2025-07-17 23:37:31.746+00,67570e42-4160-4ddc-982e-fd3b52bc516a,10097786,M,Balneário Camboriú,Santa Catarina,Freelancer/Autônomo,Designer,Pleno
812,2025-03-26 02:17:07.148+00,2025-06-26 19:23:50.806+00,f4fe7195-cc47-4d03-a3c7-d055d4d9995c,14069952,M,Florianópolis,Santa Catarina,Startup,Desenvolvedor(a) front-end,Sênior
813,2025-03-26 02:17:07.149+00,2025-07-15 18:22:09.289+00,bd60faff-5914-4e14-babd-5a5fe44facf9,19569648,F,Florianópolis,Santa Catarina,,Estudante,Estagiário
814,2025-03-26 02:27:02.11+00,2025-06-26 21:51:47.436+00,673faa11-d582-43b9-9024-6c3fc4d59c78,1754852,F,Pinhais,Paraná,Startup,Desenvolvedor(a) front-end,Junior
815,2025-03-26 02:27:04.874+00,2025-06-26 21:43:12.279+00,b04c2429-c32d-4e02-b22a-5f6d2d7c0a0a,9960378,M,Pinhais,Paraná,Agência digital ou similar,Desenvolvedor(a) front-end,Sênior
816,2025-03-26 02:42:06.905+00,2025-07-18 10:30:23.119+00,26c3d0c6-4407-47e5-896a-404c0a3d9379,7936639,F,Curitiba,Paraná,"Fintech, banco ou área financeira",Desenvolvedor(a) QA ou tester,
817,2025-03-26 02:42:06.905+00,2025-07-18 04:20:39.841+00,0b3fe259-c907-4b40-bad7-18f5006aafec,15080523,M,Curitiba,Paraná,,Desenvolvedor(a) full-stack,Pleno
818,2025-03-26 02:47:01.029+00,2025-03-26 02:47:01.029+00,7d982531-f4be-4360-b946-0ff879f00516,19569833,F,São José dos Campos,São Paulo,,,
819,2025-03-26 02:52:01.323+00,2025-07-18 00:15:18.512+00,b6cb72f3-37b8-4b8d-8f4a-41b0b650a86d,14070086,F,São José,Santa Catarina,Startup,Product manager,Pleno
820,2025-03-26 11:42:06.51+00,2025-07-03 15:43:41.193+00,3d40a5f9-da26-44ac-94a5-7262e1f75f16,19570985,M,Curitiba,Paraná,,,
821,2025-03-26 12:27:08.443+00,2025-03-26 12:27:08.443+00,3c854da9-6cb3-4eee-8368-109895aa143a,19571635,M,Curitiba,Paraná,Outros,Desenvolvedor(a) back-end,Junior
822,2025-03-26 20:17:08.428+00,2025-07-03 20:49:02.198+00,a10449c5-6d05-43e9-ad9e-4e93041e1237,15385559,M,Salvador,Bahia,Software house,Principal engineer,Sênior
823,2025-03-27 14:22:06.807+00,2025-03-27 14:22:06.807+00,10ab6927-4f1d-4623-8dd1-f9c1c300a002,19591413,M,Itapeva,São Paulo,Freelancer/Autônomo,Desenvolvedor(a) front-end,Junior
824,2025-03-27 17:12:08.854+00,2025-03-27 17:12:08.854+00,6972ec41-8181-4d5f-baab-b119478a8485,4534079,M,Recife,Pernambuco,,,
825,2025-03-27 21:17:07.355+00,2025-03-27 21:17:07.355+00,28afa029-0959-44f4-ae83-65f581021e57,19598269,M,São José dos Pinhais,Paraná,Indústria de software,Desenvolvedor(a) full-stack,Sênior
826,2025-03-27 23:12:06.512+00,2025-06-26 19:23:17.809+00,14156091-d627-4a54-8b66-18c4ffed6333,8810354,F,Ferraz de Vasconcelos,São Paulo,,DevRel,Sênior
827,2025-03-28 02:12:06.457+00,2025-03-28 02:12:06.457+00,f2975891-0e24-4778-9711-3bd7a3bd24a0,19601803,M,Campinas,São Paulo,Outros,Desenvolvedor(a) full-stack,Pleno
828,2025-03-28 23:22:09.689+00,2025-06-11 16:18:28.136+00,4bb9adda-68e6-4e4a-b5c1-7879a10e7a80,19613540,M,Curitiba,Paraná,Indústria de software,Desenvolvedor(a) full-stack,Junior
829,2025-03-28 23:42:10.03+00,2025-07-18 13:31:33.433+00,e5093e3a-e693-45b0-97ac-b13c86cc328c,19614116,M,Joinville,Santa Catarina,Freelancer/Autônomo,Desenvolvedor(a) full-stack,Junior
830,2025-03-29 04:07:07.496+00,2025-03-29 04:07:07.496+00,b7d86d9a-5287-4b29-88b2-dc4bfb7813ed,568709,F,Porto Velho,Rondônia,Não sei responder,Estudante,Não sei dizer
831,2025-03-29 14:17:07.665+00,2025-07-18 01:37:51.789+00,cc11a75c-92bf-4e61-a8e6-3e1005ab303f,19617313,M,Curitiba,Paraná,Outros,Desenvolvedor(a) full-stack,Pleno
832,2025-03-30 17:12:09.662+00,2025-07-14 15:07:40.434+00,57668c9e-01be-4cb5-bb87-881b6cbe743e,1803626,M,Curitiba,Paraná,Indústria de software,Desenvolvedor(a) full-stack,Sênior
833,2025-03-30 22:57:07.221+00,2025-07-18 10:22:57.283+00,17f72afc-9e25-4307-add8-02a980a35301,19624239,F,Joinville,Santa Catarina,Não sei responder,Estudante,
834,2025-03-31 15:32:08.462+00,2025-07-17 15:08:28.728+00,320b92f3-0641-45e3-a909-87a2589f5aba,19561592,M,Curitiba,Paraná,Indústria de software,Desenvolvedor(a) mobile,Sênior
835,2025-04-01 04:02:10.055+00,2025-07-02 03:55:50.134+00,130dfd3c-02e8-4800-a1c3-2a5d6f311850,19640192,M,Rio de Janeiro,Rio de Janeiro,,,
836,2025-04-01 13:17:08.422+00,2025-07-18 14:23:32.175+00,ccd0d009-c887-4620-ae98-ab2033117e38,15522121,F,Blumenau,Santa Catarina,,Desenvolvedor(a) full-stack,Junior
837,2025-04-01 17:32:07.739+00,2025-04-01 17:32:07.739+00,663538e6-3c97-42a8-ba46-95bc2ef27c13,15389544,M,Campos Novos,Santa Catarina,Software house,Desenvolvedor(a) full-stack,Sênior
838,2025-04-01 18:37:07.666+00,2025-07-17 15:56:20.954+00,e9278d0f-ee0e-485a-9f03-7537bb283684,853640,F,Curitiba,Paraná,Outros,Desenvolvedor(a) back-end,Pleno
839,2025-04-01 18:42:06.941+00,2025-06-26 20:16:31.585+00,c5bffedf-c71b-4b8b-9ae0-12b78fa3a326,10405605,M,Curitiba,Paraná,,Desenvolvedor(a) full-stack,Pleno
840,2025-04-01 18:52:07.67+00,2025-07-17 23:29:40.768+00,fecd1079-b585-4815-b3d3-920c72662173,14664719,F,Curitiba,Paraná,Agência digital ou similar,Desenvolvedor(a) back-end,Sênior
841,2025-04-01 19:27:08.931+00,2025-04-01 19:28:30.749+00,91be928a-1e33-4009-b957-63cbce041f3a,14487433,M,Florianópolis,Santa Catarina,,,
842,2025-04-01 23:52:08.676+00,2025-06-30 19:33:53.071+00,0d7b8237-2c66-48c4-ae5d-0812b9863feb,19655551,M,Joinville,Santa Catarina,,,Estagiário
843,2025-04-02 00:07:07.381+00,2025-07-19 12:50:01.966+00,6bcfde13-c596-4a2d-b707-35beaf9586a2,19655522,M,Joinville,Santa Catarina,,,
844,2025-04-02 01:47:08.521+00,2025-06-28 00:30:53.149+00,8bc865de-e5c1-4143-8d26-047139b724e6,19656990,F,Balneário Camboriú,Santa Catarina,Freelancer/Autônomo,Desenvolvedor(a) front-end,Junior
845,2025-04-02 14:32:09.442+00,2025-07-17 20:35:45.733+00,1306e263-9259-4cc0-9808-8f10de70d378,19658469,M,Curitiba,Paraná,,,
846,2025-04-02 14:32:09.441+00,2025-07-16 14:33:42.029+00,fb2e9c09-6a5b-4a82-b96d-dc82b5255446,19658706,M,Curitiba,Paraná,,,
847,2025-04-02 21:07:12.93+00,2025-04-02 21:07:12.93+00,62677f1d-9450-4bc1-8fc0-7549e3471f44,19667610,M,Curitiba,Paraná,"Fintech, banco ou área financeira",Desenvolvedor(a) back-end,Sênior
848,2025-04-03 13:12:10.601+00,2025-04-03 13:12:10.601+00,7ea7b1d7-8098-4adc-ba7a-c662d4220703,19674605,M,Curitiba,Paraná,Freelancer/Autônomo,Desenvolvedor(a) back-end,Junior
849,2025-04-03 17:22:10.599+00,2025-04-03 17:22:10.599+00,053c00ea-33d6-4812-ad40-ac554a867fa5,19201484,M,Curitiba,Paraná,Startup,Desenvolvedor(a) QA ou tester,Junior
850,2025-04-04 13:27:07.703+00,2025-07-03 15:18:49.831+00,adfb7033-ae18-481c-bf13-5af162a132bf,1810245,M,Campo Largo,Paraná,,Desenvolvedor(a) full-stack,Sênior
851,2025-04-04 14:27:08.974+00,2025-07-18 13:29:12.473+00,040ab359-1ee7-4f66-9721-44bba546932f,15629368,M,Joinville,Santa Catarina,"Fintech, banco ou área financeira",Desenvolvedor(a) full-stack,Pleno
852,2025-04-04 15:42:09.603+00,2025-06-26 23:49:16.015+00,2c7176e7-55ad-40c9-a181-c10bd81ad192,19688968,M,Campo Limpo Paulista,São Paulo,,,
853,2025-04-04 15:57:08.34+00,2025-07-17 02:18:19.981+00,73b45362-df49-4d9e-9640-370d64815d38,19690551,M,São Paulo,São Paulo,Indústria de software,Desenvolvedor(a) full-stack,Pleno
854,2025-04-04 18:37:06.787+00,2025-07-17 00:34:20.001+00,dda05611-2220-4410-9258-ca82128a25b9,13241990,F,São Paulo,São Paulo,"Fintech, banco ou área financeira",Desenvolvedor(a) full-stack,Pleno
855,2025-04-04 22:32:09.498+00,2025-04-04 22:32:09.498+00,f48b7d9d-5a09-41da-a908-a609cde88288,16041836,F,Joinville,Santa Catarina,,,
856,2025-04-05 00:32:08.382+00,2025-04-05 00:32:08.382+00,700e41c1-c863-4672-b579-a1519e820309,19697398,M,São Caetano do Sul,São Paulo,Agência digital ou similar,DBA,Sênior
857,2025-04-05 11:47:08.876+00,2025-04-05 11:47:08.876+00,b07520ce-2755-4680-9fd1-3132b9c25ce9,19701128,F,Joinville,Santa Catarina,,,
858,2025-04-05 19:22:08.766+00,2025-04-05 19:22:08.766+00,1f357345-8da3-4165-8c5d-630b0ac2d8fb,19704594,M,Joinville,Santa Catarina,Outros,Desenvolvedor(a) full-stack,Sênior
859,2025-04-06 01:02:09.27+00,2025-07-18 03:13:37.407+00,44bb90d7-27b9-4a11-9f38-15ec172a9b60,19706470,M,Curitiba,Paraná,"Fintech, banco ou área financeira",Engineering manager,Gerente
860,2025-04-06 11:37:08.433+00,2025-04-06 11:37:08.433+00,ef92ad06-9fca-4cb0-a5c7-ce81149c4955,19707150,M,Palhoça,Santa Catarina,Outros,Desenvolvedor(a) back-end,Sênior
861,2025-04-06 17:17:08.431+00,2025-07-01 14:36:36.043+00,0d63da8e-6a59-448c-8097-a3f8605259fb,15023662,M,Curitiba,Paraná,,,Outro
862,2025-04-07 01:52:08.188+00,2025-07-13 03:23:28.103+00,0529c517-34be-41b9-983c-228eb564ea13,19711548,M,Uberlândia,Minas Gerais,Indústria de software,Tech lead,Pleno
863,2025-04-07 13:52:07.706+00,2025-04-07 13:52:07.706+00,bc218bc8-fb56-43ea-a7ea-b77891994de3,9495188,M,Lages,Santa Catarina,Software house,Desenvolvedor(a) front-end,Pleno
864,2025-04-07 19:17:09.307+00,2025-07-18 11:31:57.047+00,8dbda05a-8a4b-4e44-b70b-e632694c63db,19719257,M,Cachoeirinha,Rio Grande do Sul,Indústria de software,Desenvolvedor(a) full-stack,Junior
865,2025-04-07 20:07:09.745+00,2025-07-19 11:31:37.535+00,e2719d11-0994-4005-bc0d-703b1ed5d403,19721141,M,Pinhais,Paraná,"Fintech, banco ou área financeira",Desenvolvedor(a) back-end,Pleno
866,2025-04-07 22:47:09.344+00,2025-07-19 16:06:01.725+00,88bd6756-7f57-43be-ae7a-1c473301c404,19724096,M,Irati,Paraná,Software house,Desenvolvedor(a) back-end,Sênior
867,2025-04-07 23:42:08.797+00,2025-07-14 16:34:45.195+00,fe4e150e-e2cd-4424-9aac-b11be2cd710b,19724850,M,Curitiba,Paraná,Freelancer/Autônomo,Desenvolvedor(a) full-stack,Sênior
868,2025-04-08 12:47:07.776+00,2025-07-18 02:00:48.038+00,47b54f59-4627-47e5-8160-5ffc93c78d0b,19730899,M,Curitiba,Paraná,,,
869,2025-04-08 12:47:07.781+00,2025-07-18 01:58:11.598+00,3658a8f2-2a14-4661-9cb8-553cfe00ca86,19731026,F,Curitiba,Paraná,,,
870,2025-04-08 17:37:09.958+00,2025-04-08 17:37:09.958+00,80264afc-187f-498e-b9ca-ac1ec73328cf,19736085,M,Lages,Santa Catarina,Software house,Desenvolvedor(a) full-stack,Pleno
871,2025-04-08 18:52:08.187+00,2025-04-08 18:52:08.187+00,2717474c-bfd0-41a2-b60a-f9f3ee1a208d,11960855,F,Florianópolis,Santa Catarina,,,
872,2025-04-08 19:52:08.217+00,2025-04-08 19:52:08.217+00,6f4b9693-5735-41b1-b667-eae8f545f509,19738155,M,Curitiba,Paraná,Outros,Desenvolvedor(a) back-end,Sênior
873,2025-04-09 02:47:07.107+00,2025-07-15 17:56:54.625+00,b61068d4-7cfe-48e0-b390-ab9ad910dca1,19745503,M,Maringá,Paraná,Outsourcing de desenvolvimento,Desenvolvedor(a) full-stack,Sênior
874,2025-04-09 13:37:08.986+00,2025-07-18 14:16:33.087+00,6c6025e9-0b08-4941-a60e-0b09f30313e2,19749859,M,Curitiba,Paraná,Indústria de software,Tech lead,Sênior
875,2025-04-09 13:37:08.986+00,2025-07-17 19:00:16.461+00,ed4abea1-9dc6-40d9-ba8d-4cfdef0c4867,19749942,M,Curitiba,Paraná,Indústria de software,Desenvolvedor(a) full-stack,Pleno
876,2025-04-09 16:07:07.869+00,2025-07-19 02:29:57.212+00,c0efa463-b79c-4992-a29d-bd592a072ea0,19752268,M,Florianópolis,Santa Catarina,Indústria de software,,
877,2025-04-09 17:17:10.497+00,2025-07-01 11:35:23.073+00,51aab925-f53d-4acc-aef5-62fda39f9a7d,16127385,M,Ponta Grossa,Paraná,Outsourcing de desenvolvimento,Desenvolvedor(a) full-stack,Staff
878,2025-04-09 23:32:07.369+00,2025-07-06 11:48:33.306+00,1900bc82-21eb-4b1c-b6e2-7e40fe91ce25,4417768,M,Joinville,Santa Catarina,Startup,Desenvolvedor(a) full-stack,Sênior
879,2025-04-10 13:47:07.246+00,2025-04-10 13:47:07.246+00,fd3f0615-a70c-4eff-b1fe-95ce79e00dec,19730846,M,Curitiba,Paraná,,Desenvolvedor(a) mobile,Pleno
880,2025-04-10 15:52:08.273+00,2025-07-18 14:34:02.74+00,bcb010f1-4959-4302-92ab-53d7b3ed6cda,19768006,M,Curitiba,Paraná,Outros,Desenvolvedor(a) back-end,Sênior
881,2025-04-10 23:57:09.582+00,2025-06-26 02:41:18.818+00,191ea3d9-945f-4afd-830a-e7c4aea1d0f5,15760381,M,Indaiatuba,São Paulo,Startup,Desenvolvedor(a) full-stack,Pleno
882,2025-04-10 23:57:09.686+00,2025-07-18 18:57:03.374+00,31724421-6e26-44d9-afbd-4d34261c0255,19776083,M,Indaiatuba,São Paulo,Indústria de software,Desenvolvedor(a) full-stack,Pleno
883,2025-04-11 13:33:34.978+00,2025-07-18 00:37:40.509+00,7778d705-abeb-4c20-aa75-63938043dc32,19780017,M,Blumenau,Santa Catarina,Startup,Desenvolvedor(a) full-stack,Sênior
884,2025-04-11 14:42:08.916+00,2025-07-16 14:35:42.034+00,ca75db87-f603-42eb-aee0-cdf85c688883,19780979,F,Teófilo Otoni,Minas Gerais,Indústria de software,Desenvolvedor(a) front-end,Pleno
885,2025-04-11 15:07:09.601+00,2025-04-11 15:07:09.601+00,08635ef2-6856-4c90-a5eb-6d2bc0c87b66,19781148,M,Joinville,Santa Catarina,,,
886,2025-04-11 15:22:11.013+00,2025-04-11 15:22:11.013+00,cbfe40e3-16e2-4793-87c2-cf68f3b55687,19781286,F,Joinville,Santa Catarina,,,Não sei dizer
887,2025-04-11 15:37:09.271+00,2025-06-26 19:41:19.675+00,5adc3e36-47f6-4a73-89f6-b647e3a863f6,19761674,M,Cariacica,Espírito Santo,Startup,Analista de dados / business,Junior
888,2025-04-11 16:27:08.466+00,2025-06-26 19:55:36.537+00,2d097fec-6c0e-493b-93cf-3aff194acd6e,19782050,F,Campos dos Goytacazes,Rio de Janeiro,Outsourcing de desenvolvimento,Desenvolvedor(a) front-end,Pleno
889,2025-04-11 19:07:08.028+00,2025-07-19 00:33:26.115+00,035dc8f7-199e-492b-bfa9-33e0211b8ff0,19784466,M,Curitiba,Paraná,Outros,Desenvolvedor(a) front-end,Sênior
890,2025-04-12 00:27:06.677+00,2025-07-17 17:36:46.817+00,b912b103-1514-407f-8d86-375a2fcc81ad,19789051,M,Curitiba,Paraná,"Fintech, banco ou área financeira",Cientista de dados ou machine learning,Sênior
891,2025-04-12 00:27:06.678+00,2025-06-26 23:32:46.001+00,c30fd5d5-c9d3-46d7-b384-27f24a898aa4,4313172,F,São Francisco do Sul,Santa Catarina,,,
892,2025-04-12 00:27:07.813+00,2025-07-07 15:01:50.578+00,14169179-7b68-4e61-a9a2-ed53fcc48818,19788999,F,Curitiba,Paraná,Outros,Cientista de dados ou machine learning,Pleno
893,2025-04-13 00:27:07.532+00,2025-04-13 00:27:07.532+00,33f8cc63-c2ab-4fb1-a785-8ee69cc475e6,19794918,M,Curitiba,Paraná,Indústria de software,Desenvolvedor(a) full-stack,Pleno
894,2025-04-13 02:27:09.326+00,2025-07-18 11:10:24.4+00,51345e46-7e37-40b5-8478-0e8d60555279,19795299,M,São José dos Pinhais,Paraná,Outros,Designer,Pleno
895,2025-04-13 12:02:08.899+00,2025-04-13 12:02:08.899+00,aa5af731-a2f4-4f52-b796-ed6440960f80,19795717,M,Indaial,Santa Catarina,"Fintech, banco ou área financeira",Arquiteto(a) de software,Sênior
896,2025-04-13 12:37:09.547+00,2025-06-26 19:56:40.067+00,55c3dba4-d4ce-452f-8d5b-f6e270ef3ad9,19795788,M,Curitiba,Paraná,,Desenvolvedor(a) full-stack,Pleno
897,2025-04-13 13:42:08.51+00,2025-06-19 11:40:02.094+00,3bed4bca-2dd2-467f-929b-fa084b8d5996,16291846,M,São Paulo,São Paulo,,,
898,2025-04-13 16:02:06.44+00,2025-07-18 23:22:45.021+00,0db01b7d-fe78-4360-b1a2-142b608ccc68,15147493,M,Ponta Grossa,Paraná,Outros,Desenvolvedor(a) back-end,Sênior
899,2025-04-13 16:12:07.332+00,2025-07-19 09:59:14.615+00,14eccb8c-9bec-49d2-be44-4898a7269a9e,11515845,M,Ponta Grossa,Paraná,Outsourcing de desenvolvimento,DevOps,Pleno
900,2025-04-13 17:32:08.029+00,2025-07-18 12:58:40.376+00,5cb9abfb-b695-495c-9709-2a2a00e1a89e,19796991,M,Curitiba,Paraná,,,
901,2025-04-13 22:02:07.145+00,2025-04-13 22:02:07.145+00,22adcba2-6afa-4482-8f2d-8877c0f367a8,19798087,F,Passos,Minas Gerais,,,
902,2025-04-13 23:47:07.597+00,2025-06-26 20:15:45.585+00,c8f273b7-b339-4508-84c4-70278638540e,19798513,M,Curitiba,Paraná,Startup,Tech lead,Sênior
903,2025-04-14 01:07:07.931+00,2025-06-27 16:47:59.933+00,1e75b5e7-02f9-48e0-b230-208f141d916f,19798808,M,Curitiba,Paraná,,Estudante,
904,2025-04-14 10:32:06.3+00,2025-06-26 21:55:25.066+00,e94ffd69-d8b4-40ba-bc6c-0f4e5d469b6c,5926900,F,Curitiba,Paraná,Startup,Desenvolvedor(a) full-stack,Pleno
905,2025-04-14 14:52:09.334+00,2025-07-18 13:01:57.21+00,bb13af47-04ce-423b-ae40-841a294e3e1a,7216327,M,Mafra,Santa Catarina,Startup,Desenvolvedor(a) back-end,Staff
906,2025-04-14 15:07:01.693+00,2025-07-18 12:39:26.861+00,78abe7de-951e-4715-80d2-baafa57b6d20,19802992,M,Joinville,Santa Catarina,Outros,"Executivo sênior (C-Level, VP, etc)",Gerente
907,2025-04-14 16:22:08.985+00,2025-07-19 16:01:02.022+00,24187035-b748-4db2-b373-583dfd7819ff,19804036,M,Curitiba,Paraná,Outros,Analista de dados / business,Junior
908,2025-04-14 16:22:08.985+00,2025-07-19 14:15:28.171+00,1c7ea70c-f3b4-4c3b-a185-56dbd0c5a42f,19796543,F,Curitiba,Paraná,Outros,Analista de dados / business,Junior
909,2025-04-14 19:57:11.353+00,2025-07-18 17:25:12.397+00,b5a86f72-abea-458c-849a-49e6832ab8b1,19807548,M,Santos,São Paulo,Indústria de software,Desenvolvedor(a) front-end,Sênior
910,2025-04-14 21:27:08.285+00,2025-07-18 17:22:47.942+00,5e3e834f-dfb3-4c55-a830-a946a16c0886,19809950,M,Pinhal,Rio Grande do Sul,Agência digital ou similar,DevOps,Pleno
911,2025-04-14 21:27:08.495+00,2025-04-14 21:27:08.495+00,8a1c81cb-591f-4de9-906b-c429b30fcfd2,19809900,M,Laguna,Santa Catarina,Agência digital ou similar,"Executivo sênior (C-Level, VP, etc)",Junior
912,2025-04-14 22:57:08.867+00,2025-06-27 12:34:05.848+00,1afa1be4-e8a7-46be-bdf4-1c7eefdfc715,2274080,M,Curitiba,Paraná,Software house,Desenvolvedor(a) mobile,Sênior
913,2025-04-15 11:52:08.637+00,2025-07-19 00:47:03.947+00,cb50412a-d76d-4e94-a574-ea8109294330,19815397,M,Curitiba,Paraná,Outros,Arquiteto(a) de software,Pleno
914,2025-04-15 13:42:08.307+00,2025-07-01 16:45:17.879+00,3813d8e7-adc6-4739-be52-2b9ba4b4d495,767830,M,Jandaia do Sul,Paraná,Indústria de software,Desenvolvedor(a) back-end,Pleno
915,2025-04-15 14:12:10.354+00,2025-04-15 14:12:10.354+00,daac7ab1-d2fa-47a3-8962-8a7c68444cd6,19817752,M,São Paulo,São Paulo,"Fintech, banco ou área financeira",Engenheiro(a) de Dados,Sênior
916,2025-04-15 14:12:10.355+00,2025-04-15 14:12:10.355+00,a5f526c3-5d6a-4813-9378-b21b4bc9cead,19817752,M,São Paulo,São Paulo,"Fintech, banco ou área financeira",Engenheiro(a) de Dados,Sênior
917,2025-04-15 18:37:07.901+00,2025-07-14 13:11:51.515+00,71c4076a-a0dd-4bf1-ba28-7d574c074c3a,19238743,M,Guarulhos,São Paulo,,,
918,2025-04-15 18:37:07.902+00,2025-04-15 18:37:07.902+00,74207819-dbe0-4729-b1bb-3959f0816872,15838570,M,Curitiba,Paraná,"Fintech, banco ou área financeira",SRE,Sênior
919,2025-04-15 19:02:10.019+00,2025-04-15 19:02:10.019+00,9cf7fe68-da7f-4f4b-97c1-cfba0caf017d,9354643,F,Florianópolis,Santa Catarina,Outros,,
920,2025-04-15 20:37:04.612+00,2025-07-17 20:43:52.253+00,4fdf3fa2-bc1a-47bd-839b-5b5c0e97601c,16918111,M,Curitiba,Paraná,,,
921,2025-04-15 21:02:08.5+00,2025-04-15 21:02:08.5+00,4d21b1c6-d477-415e-ab28-a7ac7cc95cd2,19825093,M,Pelotas,Rio Grande do Sul,Startup,Desenvolvedor(a) full-stack,
922,2025-04-15 21:02:08.5+00,2025-07-18 13:10:07.263+00,55d950d9-ad49-4692-ab6c-a45556afd556,19825043,M,Pelotas,Rio Grande do Sul,Startup,Desenvolvedor(a) full-stack,
923,2025-04-15 21:42:09.174+00,2025-07-03 21:38:22.224+00,46a74329-217c-4faf-a5cf-81feaeeed711,19825529,M,Arujá,São Paulo,"Fintech, banco ou área financeira",Desenvolvedor(a) full-stack,Sênior
924,2025-04-15 21:42:09.172+00,2025-07-14 20:58:22.097+00,6ecb27cd-4596-4f3c-9884-d1b0aa432c92,19825582,M,Guarulhos,São Paulo,Outros,,Sênior
925,2025-04-16 11:32:09.081+00,2025-07-18 11:32:26.584+00,72092fed-3357-47fc-a7a3-08b49e5629d3,19831667,M,Alvorada,Rio Grande do Sul,Indústria de software,Desenvolvedor(a) full-stack,Junior
926,2025-04-16 14:27:08.548+00,2025-04-16 14:27:08.548+00,22be4bb6-53c6-46d9-a398-5ee1d87e8325,19832575,M,Lages,Santa Catarina,Outros,Desenvolvedor(a) full-stack,Junior
927,2025-04-16 14:32:03.064+00,2025-07-18 14:28:08.968+00,8735ef3a-c571-49f8-9814-9928c9915df7,19834171,M,Curitiba,Paraná,Software house,Desenvolvedor(a) back-end,Pleno
928,2025-04-16 16:22:07.913+00,2025-06-30 15:55:36.867+00,141ebab3-2ff0-4742-ae1a-d2c2b486608d,1703663,F,Joinville,Santa Catarina,Startup,Desenvolvedor(a) full-stack,Sênior
